Interactive Elements:
ID: mache-0 | Parent: none | Tag: header | Role: banner | Text: "   " | Bounds: 0.2500,0.0148,0.5000,0.0259 | Path: header
ID: mache-434 | Parent: mache-429 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,1.3351,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-435 | Parent: mache-434 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,1.3370,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-436 | Parent: mache-435 | Tag: img | Role: img | Text: "polywolf avatar" | Bounds: 0.2687,1.3387,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-437 | Parent: mache-434 | Tag: a | Role: link | Text: "polywolf" | Bounds: 0.2933,1.3370,0.0312,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-438 | Parent: mache-434 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3822,1.3370,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-439 | Parent: mache-434 | Tag: a | Role: heading | Text: "3 comments" | Bounds: 0.4153,1.3370,0.0463,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-440 | Parent: mache-429 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-441 | Parent: mache-429 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-442 | Parent: mache-441 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-443 | Parent: mache-441 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-444 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-445 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,1.3603,0.4927,0.0766 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-446 | Parent: mache-445 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,1.3640,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-447 | Parent: mache-446 | Tag: a | Role: link | Text: "58" | Bounds: 0.2553,1.3640,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-448 | Parent: mache-445 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,1.3640,0.4760,0.0692 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-449 | Parent: mache-448 | Tag: a | Role: link | Text: "I Left Port 22 Open on the Internet for 54 Days. Here's Who Showed Up" | Bounds: 0.2687,1.3685,0.2809,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-450 | Parent: mache-448 | Tag: a | Role: link | Text: "networking" | Bounds: 0.5534,1.3703,0.0326,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_networking
ID: mache-451 | Parent: mache-448 | Tag: a | Role: link | Text: "security" | Bounds: 0.5897,1.3703,0.0247,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_security
ID: mache-452 | Parent: mache-448 | Tag: a | Role: link | Text: "vibecoding" | Bounds: 0.6181,1.3703,0.0324,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_vibecoding
ID: mache-453 | Parent: mache-448 | Tag: a | Role: link | Text: "arman-bd.hashnode.dev" | Bounds: 0.2687,1.3685,0.4126,0.0393 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-454 | Parent: mache-448 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,1.4117,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-455 | Parent: mache-454 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,1.4135,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-456 | Parent: mache-455 | Tag: img | Role: img | Text: "freddyb avatar" | Bounds: 0.2687,1.4152,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-457 | Parent: mache-454 | Tag: a | Role: link | Text: "freddyb" | Bounds: 0.2933,1.4135,0.0286,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-458 | Parent: mache-454 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3796,1.4135,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-459 | Parent: mache-454 | Tag: a | Role: heading | Text: "18 comments" | Bounds: 0.4127,1.4135,0.0510,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-460 | Parent: mache-448 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-461 | Parent: mache-448 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-462 | Parent: mache-461 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-463 | Parent: mache-461 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-464 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-465 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,1.4369,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-466 | Parent: mache-465 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,1.4406,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-467 | Parent: mache-466 | Tag: a | Role: link | Text: "21" | Bounds: 0.2553,1.4406,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-468 | Parent: mache-465 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,1.4406,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-469 | Parent: mache-468 | Tag: a | Role: link | Text: "Why the Future Doesn't Need Us (Bill Joy, 2000)" | Bounds: 0.2687,1.4451,0.1877,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-470 | Parent: mache-468 | Tag: a | Role: link | Text: "philosophy" | Bounds: 0.4601,1.4469,0.0323,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_philosophy
ID: mache-471 | Parent: mache-468 | Tag: a | Role: link | Text: "web.archive.org" | Bounds: 0.4969,1.4451,0.0589,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-472 | Parent: mache-468 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,1.4656,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-473 | Parent: mache-472 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,1.4675,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-474 | Parent: mache-473 | Tag: img | Role: img | Text: "orib avatar" | Bounds: 0.2687,1.4692,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-475 | Parent: mache-472 | Tag: a | Role: link | Text: "orib" | Bounds: 0.2933,1.4675,0.0144,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-476 | Parent: mache-472 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3653,1.4675,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-477 | Parent: mache-472 | Tag: a | Role: heading | Text: "5 comments" | Bounds: 0.3985,1.4675,0.0463,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-478 | Parent: mache-468 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-479 | Parent: mache-468 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-480 | Parent: mache-479 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-481 | Parent: mache-479 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-482 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-483 | Parent: mache-11 | Tag: nav | Role: navigation | Text: " " | Bounds: 0.2687,1.5130,0.0395,0.0224 | Path: div > nav.morelink
ID: mache-484 | Parent: mache-483 | Tag: a | Role: link | Text: "Page 2" | Bounds: 0.2687,1.5149,0.0395,0.0176 | Path: div > nav.morelink > a
ID: mache-485 | Parent: none | Tag: footer | Role: contentinfo | Text: "  " | Bounds: 0.2500,1.5354,0.5000,0.0807 | Path: footer
ID: mache-486 | Parent: mache-485 | Tag: nav | Role: navigation | Text: "    " | Bounds: 0.5967,1.5651,0.1491,0.0215 | Path: footer > nav
ID: mache-487 | Parent: mache-486 | Tag: a | Role: link | Text: "About" | Bounds: 0.5967,1.5669,0.0286,0.0167 | Path: footer > nav > a
ID: mache-488 | Parent: mache-486 | Tag: a | Role: link | Text: "Tags" | Bounds: 0.6277,1.5669,0.0235,0.0167 | Path: footer > nav > a
ID: mache-489 | Parent: mache-486 | Tag: a | Role: link | Text: "Filter" | Bounds: 0.6535,1.5669,0.0246,0.0167 | Path: footer > nav > a
ID: mache-490 | Parent: mache-486 | Tag: a | Role: link | Text: "Moderation Log" | Bounds: 0.6805,1.5669,0.0654,0.0167 | Path: footer > nav > a
